Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kefalas, Kalliopi","
HIEU 136B - Society/Soc Thought 1870-1989 (A)
",S119,10,"
9
","
77.8%
","
88.9%
","
6.28
","
B (3.25)
","
N/A
"
"Hughes, Judith M.","
HIEU 136B - Society/Soc Thought 1870-1989 (A)
",WI14,11,"
3
","
100.0%
","
100.0%
","
7.17
","
A (4.00)
","
N/A
"
"Hughes, Judith M.","
HIEU 136B - Society/Soc Thought 1870-1989 (A)
",FA12,13,"
4
","
75.0%
","
50.0%
","
8.00
","
B+ (3.67)
","
N/A
"
