Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (A)
",SP23,253,"
93
","
96.7%
","
96.7%
","
7.90
","
B+ (3.61)
","
B+ (3.33)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (A)
",WI23,230,"
181
","
97.2%
","
93.9%
","
8.03
","
A- (3.71)
","
B+ (3.60)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (B)
",WI23,341,"
285
","
97.9%
","
95.0%
","
7.73
","
A- (3.74)
","
A- (3.73)
"
"Miranda, Gregory Joseph","
CSE 12 - Basic Data Struct & OO Design (A)
",FA22,77,"
21
","
85.7%
","
71.4%
","
11.17
","
B (3.10)
","
B- (2.72)
"
"Miranda, Gregory Joseph","
CSE 12 - Basic Data Struct & OO Design (B)
",FA22,131,"
52
","
80.4%
","
77.6%
","
11.09
","
B (3.20)
","
B+ (3.35)
"
"Miranda, Gregory Joseph","
CSE 12 - Basic Data Struct & OO Design (C)
",FA22,128,"
34
","
78.1%
","
74.2%
","
9.89
","
B (3.12)
","
B (3.06)
"
"Krause-Levy, Sophia Louisa","
CSE 12 - Basic Data Struct & OO Design (A)
",S122,90,"
45
","
97.7%
","
90.7%
","
11.21
","
B+ (3.59)
","
B- (2.79)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (A)
",SP22,179,"
122
","
97.5%
","
97.5%
","
9.69
","
B+ (3.68)
","
B (3.20)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (B)
",SP22,182,"
116
","
98.2%
","
98.2%
","
8.88
","
B+ (3.69)
","
B (3.28)
"
"Miranda, Gregory Joseph","
CSE 12 - Basic Data Struct & OO Design (C)
",SP22,185,"
72
","
82.6%
","
66.2%
","
10.01
","
B+ (3.39)
","
B (3.06)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (A)
",WI22,350,"
156
","
93.5%
","
91.5%
","
8.41
","
A- (3.81)
","
B (3.22)
"
"Alvarado, Christine J.","
CSE 12 - Basic Data Struct & OO Design (B)
",WI22,237,"
117
","
96.5%
","
98.2%
","
8.61
","
A- (3.85)
","
B (3.25)
"
"Gillespie, Gary N","
CSE 12 - Basic Data Struct & OO Design (A)
",FA21,209,"
84
","
79.5%
","
64.5%
","
13.31
","
B (3.14)
","
B- (2.79)
"
"Cao, Yingjun","
CSE 12 - Basic Data Struct & OO Design (B)
",FA21,161,"
118
","
95.7%
","
94.0%
","
9.82
","
B+ (3.47)
","
B (3.18)
"
"Gillespie, Gary N","
CSE 12 - Basic Data Struct & OO Design (B)
",SP21,129,"
49
","
83.0%
","
66.0%
","
12.95
","
B (3.24)
","
B+ (3.43)
"
"Gillespie, Gary N","
CSE 12 - Basic Data Struct & OO Design (C)
",SP21,88,"
40
","
89.7%
","
76.9%
","
13.17
","
B+ (3.51)
","
B+ (3.49)
"
"Miranda, Gregory Joseph","
CSE 12 - Basic Data Struct & OO Design (D)
",SP21,130,"
61
","
90.0%
","
90.0%
","
12.11
","
B+ (3.44)
","
B+ (3.41)
"
