Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Prather, Kimberly A","
CCS 102 - Research Persp/Climate Change (A)
",WI23,36,"
13
","
91.7%
","
81.8%
","
0.96
","
A- (3.92)
","
A- (3.91)
"
"Puritty, Chandler Elizabeth","
CCS 102 - Research Persp/Climate Change (A)
",FA21,29,"
14
","
76.9%
","
92.3%
","
0.64
","
A (4.00)
","
A (4.00)
"
"Levin, Lisa Ann","
CCS 102 - Research Persp/Climate Change (A)
",FA20,18,"
13
","
100.0%
","
100.0%
","
1.42
","
A (4.00)
","
N/A
"
"Rodriguez, Angelica Rita","
CCS 102 - Research Persp/Climate Change (A)
",FA19,23,"
7
","
100.0%
","
57.1%
","
1.93
","
B+ (3.67)
","
B+ (3.64)
"
