Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",SP23,225,"
70
","
62.7%
","
59.1%
","
5.25
","
A- (3.73)
","
B+ (3.56)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",FA21,208,"
68
","
85.7%
","
84.1%
","
6.15
","
A- (3.71)
","
B+ (3.38)
"
"Chih, Szu-Chin","
LTEA 120B - Taiwan Films (A)
",S221,37,"
4
","
100.0%
","
100.0%
","
7.83
","
A (4.00)
","
A- (3.93)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",FA20,144,"
50
","
80.4%
","
86.7%
","
6.41
","
B+ (3.41)
","
B+ (3.36)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",WI20,209,"
65
","
58.6%
","
60.3%
","
4.88
","
A- (3.73)
","
B (3.13)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",WI19,181,"
62
","
83.1%
","
84.2%
","
4.09
","
A- (3.76)
","
B+ (3.41)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",FA17,275,"
82
","
85.9%
","
88.0%
","
3.93
","
B+ (3.67)
","
B+ (3.32)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",WI16,201,"
104
","
29.9%
","
29.9%
","
6.90
","
B (3.28)
","
B- (2.84)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",SP15,173,"
47
","
95.6%
","
88.9%
","
4.73
","
A- (3.72)
","
B+ (3.31)
"
"Liao, Ping H","
LTEA 120B - Taiwan Films (A)
",FA13,144,"
51
","
74.0%
","
76.0%
","
5.10
","
B+ (3.31)
","
B (3.09)
"
